Date,Close,High,Low,Open,Volume,Daily_Return,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Diff,RSI,BB_High,BB_Low,BB_Width,ATR,Stoch_K,Stoch_D,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Volatility_10,Volatility_30,Momentum_5,Momentum_10,Volume_SMA_20,Volume_Ratio,Price_to_SMA50,Target,Forward_5day_Return,Target_5day
2015-03-16,27.809690475463867,27.809690475463867,27.346753329791994,27.571544328615794,143497200,1.100391614158025,27.994205474853516,28.42420482635498,26.58699893951416,27.95805677136135,27.74231059564468,0.21574617571667076,0.4704907019971837,-0.2547445262805129,51.17738264011142,29.625563106323426,27.222846546386535,2.4027165599368914,0.6035927662362088,33.29944455747287,24.410840493014813,-0.6910437485444398,1.8078925176108651,-1.8231528330467373,0.42655345700273184,1.2886183785266305,1.3000129733557222,-1.722538123894568,-3.2071011927266024,234379600.0,0.6122427037165351,4.598832454657065,1,1.8087504038843738,1
2015-03-17,28.27486228942871,28.33718066843354,27.965494837905844,28.021136490309935,204092400,1.6726968406040266,27.942569541931153,28.41541337966919,26.667745056152345,28.00679608183325,27.78175886925831,0.22503721257493936,0.42140000411273487,-0.1963627915377955,56.0426460049731,29.618439934460714,27.212386824877665,2.4060531095830484,0.598156868145742,58.54986518210973,36.074507439645636,1.100391614158025,-0.6910437485444398,1.8078925176108651,-2.0685583020577214,1.4304409674839795,1.3134772244415893,2.031935957941089,-1.7934609932949486,231953740.0,0.87988406653844,6.026445917689616,1,-0.27550950403905095,0
2015-03-18,28.59313201904297,28.74670351988461,28.125742488103533,28.26595883797083,261083600,1.1256278681620602,27.9410120010376,28.41263132095337,26.76851287841797,28.09700161063475,27.841860584057173,0.25514102657757576,0.3881482086057031,-0.13300718202812734,59.04949220502583,29.613742204493203,27.211520437413537,2.4022217670796664,0.5997857369768372,76.5100751378009,56.11979495912783,1.6726968406040266,1.100391614158025,-0.6910437485444398,-1.8231528330467373,1.4747834090943512,1.3222587462165643,5.096505786182859,-0.05444289636208355,236029580.0,1.1061477972379563,6.816288782691737,0,-3.96201436645206,0
2015-03-19,28.377239227294922,28.766730746100933,28.354982908687088,28.6554474550135,183238000,-0.7550512186082381,27.965271759033204,28.40205955505371,26.864918518066407,28.14011509012093,27.88151826133404,0.2585968287868887,0.3622379326419402,-0.10364110385505149,56.239231934869615,29.600505458010023,27.2036136520974,2.396891805912624,0.5863544584366236,67.86096930372325,67.64030320787795,1.1256278681620602,1.6726968406040266,1.100391614158025,1.8078925176108651,1.386837543194248,1.3323695857421274,2.4507734707180484,0.8622735736141918,237719000.0,0.7708176460442792,5.629351558284057,0,-2.5568418976779306,0
2015-03-20,28.021135330200195,28.577550133156368,27.856436521356393,28.544166501534818,274780400,-1.2548926773405245,27.94969234466553,28.36199731826782,26.94759563446045,28.121810511671587,27.891860266435238,0.2299502452363491,0.33578039516082203,-0.10583014992447293,51.855458295571474,29.555119037830845,27.168875598704798,2.386243439126048,0.5959801122482915,53.77824203897286,66.04976216016567,-0.7550512186082381,1.1256278681620602,1.6726968406040266,-0.6910437485444398,1.450300332504511,1.3563078232574366,1.869086168220102,-0.5529138432957881,241668340.0,1.1370144719825526,3.9838051242200967,1,-2.1048325368785092,0
2015-03-23,28.312698364257812,28.455140859366967,28.15912685938606,28.292668184343317,150838800,1.0405111378316567,27.951250267028808,28.297564029693604,27.017747802734377,28.151177873607928,27.923033458866538,0.22814441474139002,0.3142531990769356,-0.08610878433554559,54.95165135836689,29.346474368430457,27.24865369095675,2.097820677473706,0.58441049917104,70.27700015392092,63.97207049887235,-1.2548926773405245,-0.7550512186082381,1.1256278681620602,1.100391614158025,1.4851033579296944,1.3513775167694486,1.8087504038843738,0.055055864716790914,235015460.0,0.6418250101503961,4.792962651729171,0,-0.6603270491365998,0
2015-03-24,28.196962356567383,28.497425221015355,28.168027612576598,28.317148521175586,131369200,-0.40877773711790466,27.999768829345705,28.236580657958985,27.085053329467772,28.158221640217075,27.94332448832586,0.21489715189121483,0.29438198963979145,-0.07948483774857662,53.48135758165258,29.151402780440616,27.321758535477354,1.8296442449632622,0.5661952926901627,63.72781465018926,62.59435228102768,1.0405111378316567,-1.2548926773405245,-0.7550512186082381,1.6726968406040266,1.3085702727988755,1.3537799719542054,-0.27550950403905095,1.7508282772219275,227738300.0,0.5768428059751038,4.10524953956759,0,-1.7838742545741915,0
2015-03-25,27.460268020629883,28.22589771049454,27.460268020629883,28.16357933072388,206620800,-2.6126726936808398,28.0251407623291,28.176376056671142,27.149862518310545,28.050844160280587,27.907542527755787,0.14330163252479977,0.26416591821679314,-0.12086428569199337,45.1925229517698,29.128392002367185,27.2243601109751,1.904031891392087,0.5804406067740552,22.040288340241556,52.01503438145058,-0.40877773711790466,1.0405111378316567,-1.2548926773405245,1.1256278681620602,1.4582147869924524,1.4067725701784561,-3.96201436645206,0.9325671282951697,223127000.0,0.9260232961497263,1.1433041405273903,1,0.7051356006759324,1
2015-03-26,27.65167808532715,27.794120594999193,27.28666894203646,27.322280418478798,190291600,0.6970436870953556,28.02046718597412,28.10760316848755,27.21419895172119,27.989433994903134,27.888589606094406,0.10084438880872781,0.23150161233518007,-0.13065722352645226,47.47053568245776,29.000754145445658,27.214452191529443,1.7863019539162153,0.5752271100732465,32.871662654938355,39.54658854845639,-2.6126726936808398,-0.40877773711790466,1.0405111378316567,-0.7550512186082381,1.3523297862835557,1.3448016388837245,-2.5568418976779306,-0.16873082987638455,214384080.0,0.8876200135756349,1.6075399991822614,0,0.8692636349734162,1
2015-03-27,27.431337356567383,27.75405829330754,27.355665516853993,27.725125242484534,158184800,-0.7968439675879346,28.012900352478027,28.049624729156495,27.275990715026854,27.90357297362071,27.854719069092404,0.04885390452830762,0.1949720707738056,-0.14611816624549798,45.14440064715059,28.96013195402383,27.13911750428916,1.821014449734669,0.562596086243268,21.26007757817732,25.390676191119073,0.6970436870953556,-2.6126726936808398,-0.40877773711790466,-1.2548926773405245,1.35866105819549,1.330078653475027,-2.1048325368785092,-0.2750875024693844,209890360.0,0.7536544317709494,0.5695362018690808,1,3.3265514391297213,1
